REF_DATE,NOC Major Group,National Occupational Classification (NOC),Economic region code,Economic region name,Number Employed (thousands)
2006,41,"Professional occupations in law and social, community and government services",3570,Windsor-Sarnia,4.3
2006,42,"Paraprofessional occupations in legal, social, community and education services",3570,Windsor-Sarnia,6.9
2006,43,Occupations in front-line public protection services,3570,Windsor-Sarnia,1.6
2006,44,"Care providers and educational, legal and public protection support occupations",3570,Windsor-Sarnia,2.7
2006,05,"Occupations in art, culture, recreation and sport",3570,Windsor-Sarnia,5.8
2006,51,Professional occupations in art and culture,3570,Windsor-Sarnia,1.6
2006,52,"Technical occupations in art, culture, recreation and sport",3570,Windsor-Sarnia,4.2
2006,06,Sales and service occupations,3570,Windsor-Sarnia,81.6
2006,62,Retail sales supervisors and specialized sales occupations,3570,Windsor-Sarnia,8.0
2006,63,Service supervisors and specialized service occupations,3570,Windsor-Sarnia,12.2
2006,64,Sales representatives and salespersons - wholesale and retail trade,3570,Windsor-Sarnia,14.2
2006,65,Service representatives and other customer and personal services occupations,3570,Windsor-Sarnia,16.3
2006,66,Sales support occupations,3570,Windsor-Sarnia,13.1
2006,67,"Service support and other service occupations, n.e.c.",3570,Windsor-Sarnia,17.9
2006,07,"Trades, transport and equipment operators and related occupations",3570,Windsor-Sarnia,52.6
2006,72,"Industrial, electrical and construction trades",3570,Windsor-Sarnia,20.0
2006,73,Maintenance and equipment operation trades,3570,Windsor-Sarnia,11.8
2006,74,"Other installers, repairers and servicers and material handlers",3570,Windsor-Sarnia,6.6
2006,75,Transport and heavy equipment operation and related maintenance occupations,3570,Windsor-Sarnia,12.0
2006,76,"Trades helpers, construction labourers and related occupations",3570,Windsor-Sarnia,2.3
2006,08,"Natural resources, agriculture and related production occupations",3570,Windsor-Sarnia,7.5
2006,82,"Supervisors and technical occupations in natural resources, agriculture and related production",3570,Windsor-Sarnia,
2006,84,"Workers in natural resources, agriculture and related production",3570,Windsor-Sarnia,4.2
2006,86,"Harvesting, landscaping and natural resources labourers",3570,Windsor-Sarnia,2.2
2006,09,Occupations in manufacturing and utilities,3570,Windsor-Sarnia,39.3
2006,92,"Processing, manufacturing and utilities supervisors and central control operators",3570,Windsor-Sarnia,7.0
2006,94,Processing and manufacturing machine operators and related production workers,3570,Windsor-Sarnia,16.2
2006,95,Assemblers in manufacturing,3570,Windsor-Sarnia,10.8
2006,96,"Labourers in processing, manufacturing and utilities",3570,Windsor-Sarnia,5.3
2006,,"Total employed, all occupations",3580,Stratford-Bruce Peninsula,155.0
2006,00,Management occupations,3580,Stratford-Bruce Peninsula,21.4
2006,00,Senior management occupations,3580,Stratford-Bruce Peninsula,
2006,06,Middle management occupations in retail and wholesale trade and customer services,3580,Stratford-Bruce Peninsula,6.6
2006,01,"Business, finance and administration occupations",3580,Stratford-Bruce Peninsula,20.0
2006,11,Professional occupations in business and finance,3580,Stratford-Bruce Peninsula,2.4
2006,12,Administrative and financial supervisors and administrative occupations,3580,Stratford-Bruce Peninsula,7.2
2006,13,"Finance, insurance and related business administrative occupations",3580,Stratford-Bruce Peninsula,1.9
2006,14,Office support occupations,3580,Stratford-Bruce Peninsula,6.0
2006,15,"Distribution, tracking and scheduling co-ordination occupations",3580,Stratford-Bruce Peninsula,2.5
2006,02,Natural and applied sciences and related occupations,3580,Stratford-Bruce Peninsula,5.3
2006,21,Professional occupations in natural and applied sciences,3580,Stratford-Bruce Peninsula,1.5
2006,22,Technical occupations related to natural and applied sciences,3580,Stratford-Bruce Peninsula,3.8
2006,03,Health occupations,3580,Stratford-Bruce Peninsula,8.0
2006,30,Professional occupations in nursing,3580,Stratford-Bruce Peninsula,1.9
2006,31,Professional occupations in health (except nursing),3580,Stratford-Bruce Peninsula,
2006,32,Technical occupations in health,3580,Stratford-Bruce Peninsula,2.3
2006,34,Assisting occupations in support of health services,3580,Stratford-Bruce Peninsula,2.6
2006,04,"Occupations in education, law and social, community and government services",3580,Stratford-Bruce Peninsula,11.7
2006,40,Professional occupations in education services,3580,Stratford-Bruce Peninsula,4.8
2006,41,"Professional occupations in law and social, community and government services",3580,Stratford-Bruce Peninsula,2.2
2006,42,"Paraprofessional occupations in legal, social, community and education services",3580,Stratford-Bruce Peninsula,2.1
2006,43,Occupations in front-line public protection services,3580,Stratford-Bruce Peninsula,
2006,44,"Care providers and educational, legal and public protection support occupations",3580,Stratford-Bruce Peninsula,1.7
2006,05,"Occupations in art, culture, recreation and sport",3580,Stratford-Bruce Peninsula,2.6
2006,51,Professional occupations in art and culture,3580,Stratford-Bruce Peninsula,
2006,52,"Technical occupations in art, culture, recreation and sport",3580,Stratford-Bruce Peninsula,
2006,06,Sales and service occupations,3580,Stratford-Bruce Peninsula,32.1
2006,62,Retail sales supervisors and specialized sales occupations,3580,Stratford-Bruce Peninsula,3.1
2006,63,Service supervisors and specialized service occupations,3580,Stratford-Bruce Peninsula,4.3
2006,64,Sales representatives and salespersons - wholesale and retail trade,3580,Stratford-Bruce Peninsula,5.8
2006,65,Service representatives and other customer and personal services occupations,3580,Stratford-Bruce Peninsula,5.0
2006,66,Sales support occupations,3580,Stratford-Bruce Peninsula,5.8
2006,67,"Service support and other service occupations, n.e.c.",3580,Stratford-Bruce Peninsula,8.3
2006,07,"Trades, transport and equipment operators and related occupations",3580,Stratford-Bruce Peninsula,27.8
2006,72,"Industrial, electrical and construction trades",3580,Stratford-Bruce Peninsula,9.7
2006,73,Maintenance and equipment operation trades,3580,Stratford-Bruce Peninsula,7.8
2006,74,"Other installers, repairers and servicers and material handlers",3580,Stratford-Bruce Peninsula,2.5
2006,75,Transport and heavy equipment operation and related maintenance occupations,3580,Stratford-Bruce Peninsula,6.4
2006,76,"Trades helpers, construction labourers and related occupations",3580,Stratford-Bruce Peninsula,
2006,08,"Natural resources, agriculture and related production occupations",3580,Stratford-Bruce Peninsula,7.8
2006,82,"Supervisors and technical occupations in natural resources, agriculture and related production",3580,Stratford-Bruce Peninsula,2.1
2006,84,"Workers in natural resources, agriculture and related production",3580,Stratford-Bruce Peninsula,4.8
2006,86,"Harvesting, landscaping and natural resources labourers",3580,Stratford-Bruce Peninsula,
2006,09,Occupations in manufacturing and utilities,3580,Stratford-Bruce Peninsula,18.1
2006,92,"Processing, manufacturing and utilities supervisors and central control operators",3580,Stratford-Bruce Peninsula,3.6
2006,94,Processing and manufacturing machine operators and related production workers,3580,Stratford-Bruce Peninsula,9.0
2006,95,Assemblers in manufacturing,3580,Stratford-Bruce Peninsula,2.5
2006,96,"Labourers in processing, manufacturing and utilities",3580,Stratford-Bruce Peninsula,3.0
2006,,"Total employed, all occupations",3590,Northeast,258.2
2006,00,Management occupations,3590,Northeast,23.5
2006,00,Senior management occupations,3590,Northeast,
2006,06,Middle management occupations in retail and wholesale trade and customer services,3590,Northeast,10.9
2006,01,"Business, finance and administration occupations",3590,Northeast,35.1
2006,11,Professional occupations in business and finance,3590,Northeast,5.5
2006,12,Administrative and financial supervisors and administrative occupations,3590,Northeast,9.9
2006,13,"Finance, insurance and related business administrative occupations",3590,Northeast,2.5
2006,14,Office support occupations,3590,Northeast,12.6
2006,15,"Distribution, tracking and scheduling co-ordination occupations",3590,Northeast,4.5
2006,02,Natural and applied sciences and related occupations,3590,Northeast,15.2
2006,21,Professional occupations in natural and applied sciences,3590,Northeast,6.2
2006,22,Technical occupations related to natural and applied sciences,3590,Northeast,9.0
2006,03,Health occupations,3590,Northeast,17.9
2006,30,Professional occupations in nursing,3590,Northeast,4.8
2006,31,Professional occupations in health (except nursing),3590,Northeast,2.0
2006,32,Technical occupations in health,3590,Northeast,5.4
2006,34,Assisting occupations in support of health services,3590,Northeast,5.7
2006,04,"Occupations in education, law and social, community and government services",3590,Northeast,28.3
2006,40,Professional occupations in education services,3590,Northeast,11.0
2006,41,"Professional occupations in law and social, community and government services",3590,Northeast,5.2
2006,42,"Paraprofessional occupations in legal, social, community and education services",3590,Northeast,5.7
2006,43,Occupations in front-line public protection services,3590,Northeast,2.5
2006,44,"Care providers and educational, legal and public protection support occupations",3590,Northeast,3.9
2006,05,"Occupations in art, culture, recreation and sport",3590,Northeast,4.9
2006,51,Professional occupations in art and culture,3590,Northeast,2.0
2006,52,"Technical occupations in art, culture, recreation and sport",3590,Northeast,2.9
2006,06,Sales and service occupations,3590,Northeast,64.1
2006,62,Retail sales supervisors and specialized sales occupations,3590,Northeast,6.0
2006,63,Service supervisors and specialized service occupations,3590,Northeast,10.5
2006,64,Sales representatives and salespersons - wholesale and retail trade,3590,Northeast,10.4
2006,65,Service representatives and other customer and personal services occupations,3590,Northeast,12.9
2006,66,Sales support occupations,3590,Northeast,10.2
2006,67,"Service support and other service occupations, n.e.c.",3590,Northeast,14.1
2006,07,"Trades, transport and equipment operators and related occupations",3590,Northeast,45.1
2006,72,"Industrial, electrical and construction trades",3590,Northeast,13.6
2006,73,Maintenance and equipment operation trades,3590,Northeast,13.3
2006,74,"Other installers, repairers and servicers and material handlers",3590,Northeast,2.4
2006,75,Transport and heavy equipment operation and related maintenance occupations,3590,Northeast,13.5
2006,76,"Trades helpers, construction labourers and related occupations",3590,Northeast,2.3
2006,08,"Natural resources, agriculture and related production occupations",3590,Northeast,11.0
2006,82,"Supervisors and technical occupations in natural resources, agriculture and related production",3590,Northeast,6.6
2006,84,"Workers in natural resources, agriculture and related production",3590,Northeast,2.6
2006,86,"Harvesting, landscaping and natural resources labourers",3590,Northeast,1.8
2006,09,Occupations in manufacturing and utilities,3590,Northeast,13.1
2006,92,"Processing, manufacturing and utilities supervisors and central control operators",3590,Northeast,4.3
2006,94,Processing and manufacturing machine operators and related production workers,3590,Northeast,4.8
2006,95,Assemblers in manufacturing,3590,Northeast,
2006,96,"Labourers in processing, manufacturing and utilities",3590,Northeast,2.9
2006,,"Total employed, all occupations",3595,Northwest,104.6
2006,00,Management occupations,3595,Northwest,9.0
2006,00,Senior management occupations,3595,Northwest,
2006,06,Middle management occupations in retail and wholesale trade and customer services,3595,Northwest,4.7
2006,01,"Business, finance and administration occupations",3595,Northwest,14.2
2006,11,Professional occupations in business and finance,3595,Northwest,1.5
2006,12,Administrative and financial supervisors and administrative occupations,3595,Northwest,4.5
2006,13,"Finance, insurance and related business administrative occupations",3595,Northwest,
2006,14,Office support occupations,3595,Northwest,4.9
2006,15,"Distribution, tracking and scheduling co-ordination occupations",3595,Northwest,2.2
