,Economic region code,Economic region name,Census division code,Census division name,Census subdivision code,Census subdivision name,Total Population,Total Private Dwellings,Population density (people/square km),Land area (square km),Total - Age groups,0-14 Years,15-64 Years,15-19 Years,20-24 Years,>=65,Average Age of Population,Median Age of Population,Total households by #/room,1 or fewer per room,>1 per room,Total households by housing suitability,Suitable housing,Unsuitable housing,Total owned and rented households >0 income,<30 percent of income spent on shelter,>=30 percent of income spent on shelter,30 - <100 percent of income spent on shelter,Total commuting duration,Commute <15 min,Commute 15-29 min,Commute 30-44 min,Commute 45-59 min,Commute >=60 min
469,3595, Northwest,3558,"Thunder Bay, District (DIS)",3558034,Dorion,375,176,1.8,211.25,375,45,215,15,5,110,49.9,56.4,175,175,0,175,175,0,170,165,10,10,150,55,30,10,40,25
470,3595, Northwest,3558,"Thunder Bay, District (DIS)",3558041,Red Rock,895,455,14.4,62.1,895,140,515,50,35,235,45.2,47.6,420,420,0,420,400,15,415,385,35,30,330,110,120,15,10,75
471,3595, Northwest,3558,"Thunder Bay, District (DIS)",3558044,Nipigon,1473,747,13.6,107.94,1475,215,840,80,70,420,47.1,51.6,660,660,0,660,655,10,665,600,60,55,500,355,50,30,0,60
472,3595, Northwest,3558,"Thunder Bay, District (DIS)",3558051,Schreiber,1039,612,29,35.81,1040,130,655,35,55,250,47.8,54.4,490,485,0,490,490,0,490,425,60,55,395,290,85,10,0,15
473,3595, Northwest,3558,"Thunder Bay, District (DIS)",3558054,Terrace Bay,1528,793,10.1,151.5,1530,240,915,50,45,370,45.8,48.8,715,700,10,715,710,0,710,625,90,80,575,465,65,0,0,30
474,3595, Northwest,3558,"Thunder Bay, District (DIS)",3558059,Marathon,3138,1602,18.8,167.03,3140,485,2145,185,155,505,42,43.2,1415,1410,0,1415,1390,25,1410,1315,95,80,1330,795,190,205,65,70
475,3595, Northwest,3558,"Thunder Bay, District (DIS)",3558060,Pic Mobert North,138,61,82.5,1.67,135,40,95,10,10,5,32.8,30.8,55,50,0,55,50,0,,,,,30,15,0,10,0,0
476,3595, Northwest,3558,"Thunder Bay, District (DIS)",3558061,Pic Mobert South,127,57,401.6,0.32,125,40,75,10,5,15,34,35.2,50,50,0,50,45,0,,,,,40,30,0,10,0,0
477,3595, Northwest,3558,"Thunder Bay, District (DIS)",3558062,Pic River 50,372,164,92.3,4.03,370,90,230,20,25,55,37.4,37.6,140,135,0,140,130,10,0,0,0,0,130,75,25,10,0,10
478,3595, Northwest,3558,"Thunder Bay, District (DIS)",3558063,Pays Plat 51,100,37,49.3,2.03,100,30,60,5,0,5,33.2,33.2,35,35,10,35,35,10,,,,,25,20,0,0,0,0
479,3595, Northwest,3558,"Thunder Bay, District (DIS)",3558064,Lake Helen 53A,240,97,277.8,0.86,240,50,155,15,25,30,37.2,37.2,90,90,0,90,85,0,,,,,80,50,15,0,0,10
480,3595, Northwest,3558,"Thunder Bay, District (DIS)",3558065,Gull River 55,110,90,2.8,39.77,110,25,55,5,0,30,41.6,44,60,60,0,60,60,10,,,,,20,20,0,0,0,0
481,3595, Northwest,3558,"Thunder Bay, District (DIS)",3558066,Manitouwadge,1974,1059,5.6,352.17,1975,285,1225,90,105,465,45.5,49.2,920,915,10,920,905,15,915,845,70,65,720,430,30,105,100,60
482,3595, Northwest,3558,"Thunder Bay, District (DIS)",3558067,Ginoogaming First Nation,200,65,2.9,68.65,200,55,135,20,15,15,33.2,30,60,55,0,60,50,15,,,,,35,25,10,0,0,0
483,3595, Northwest,3558,"Thunder Bay, District (DIS)",3558068,Long Lake 58,410,127,149,2.75,410,145,250,30,35,20,28.6,24.4,125,120,0,125,105,15,0,0,0,0,65,55,0,0,0,0
484,3595, Northwest,3558,"Thunder Bay, District (DIS)",3558069,Rocky Bay 1,154,72,592.8,0.26,150,45,95,10,15,20,31.6,28.6,55,55,10,55,55,10,,,,,25,25,0,0,0,0
485,3595, Northwest,3558,"Thunder Bay, District (DIS)",3558074,Sand Point First Nation,5,29,0.5,10.71,,,,,,,,,,,,,,,,,,,,,,,,
486,3595, Northwest,3558,"Thunder Bay, District (DIS)",3558075,Greenstone,4309,2449,1.6,2727.04,4310,725,2665,250,190,915,43.6,47.2,1920,1905,15,1920,1885,35,1910,1700,210,190,1665,1115,240,135,45,125
487,3595, Northwest,3558,"Thunder Bay, District (DIS)",3558076,Aroland,178,58,53.3,3.34,180,60,100,10,10,20,32.6,29.8,60,55,0,60,50,10,,,,,40,30,0,0,0,0
488,3595, Northwest,3558,"Thunder Bay, District (DIS)",3558077,Lake Nipigon,0,0,0,12.89,,,,,,,,,,,,,,,,,,,,,,,,
489,3595, Northwest,3558,"Thunder Bay, District (DIS)",3558080,Ojibway Nation of Saugeen (Savant Lake),88,37,1.5,57.06,85,25,50,5,5,10,31.2,30.4,25,25,0,25,25,10,,,,,25,20,0,0,0,0
490,3595, Northwest,3558,"Thunder Bay, District (DIS)",3558085,Osnaburgh 63A,233,57,4.9,47.48,230,95,125,30,15,15,25.8,18.6,50,30,25,50,25,30,,,,,40,20,10,0,0,10
491,3595, Northwest,3558,"Thunder Bay, District (DIS)",3558090,Thunder Bay,6221,5671,0.1,96255.92,6220,910,3740,235,200,1570,46.3,51.6,2780,2765,20,2780,2705,75,2760,2495,260,230,2120,315,535,750,245,280
492,3595, Northwest,3558,"Thunder Bay, District (DIS)",3558092,Red Rock 53,0,15,0,2.24,,,,,,,,,,,,,,,,,,,,,,,,
493,3595, Northwest,3558,"Thunder Bay, District (DIS)",3558097,Whitesand,297,103,116.2,2.56,300,85,190,30,15,25,32.8,31.6,90,85,0,90,70,20,0,0,0,0,65,50,0,0,0,10
494,3595, Northwest,3558,"Thunder Bay, District (DIS)",3558100,Lac des Mille Lacs 22A1,0,0,0,17.32,,,,,,,,,,,,,,,,,,,,,,,,
495,3595, Northwest,3559,"Rainy River, District (DIS)",3559001,Atikokan,2642,1464,8.4,313.64,2640,360,1590,150,120,700,47,51.6,1260,1255,0,1260,1240,20,1255,1110,150,150,960,645,140,85,25,65
496,3595, Northwest,3559,"Rainy River, District (DIS)",3559011,Alberton,954,355,8.2,116.6,955,225,575,50,35,150,38.3,38,355,345,10,355,350,10,335,305,30,30,360,135,145,30,10,35
497,3595, Northwest,3559,"Rainy River, District (DIS)",3559012,Fort Frances,7466,3779,292.2,25.55,7470,1115,4595,435,400,1750,44.6,46.4,3445,3440,10,3445,3365,80,3445,3055,390,355,3085,2195,325,175,180,215
498,3595, Northwest,3559,"Rainy River, District (DIS)",3559016,La Vallee,788,379,3.3,237.12,785,145,500,45,30,145,42.3,44.8,335,335,0,335,325,15,315,300,0,0,400,70,220,70,15,25
499,3595, Northwest,3559,"Rainy River, District (DIS)",3559019,Emo,1204,521,6,202.28,1200,230,750,75,75,225,40.8,41.2,470,460,10,470,450,25,470,410,60,50,530,245,80,135,40,30
500,3595, Northwest,3559,"Rainy River, District (DIS)",3559024,Chapple,763,332,1.4,558.15,765,170,440,55,40,150,39.2,40.4,295,295,0,295,270,25,245,230,15,15,355,130,125,75,20,10
501,3595, Northwest,3559,"Rainy River, District (DIS)",3559026,Manitou Rapids 11,300,107,13.2,22.73,300,95,170,30,15,30,32.2,29,100,95,10,100,85,15,0,0,0,0,80,50,15,10,0,0
502,3595, Northwest,3559,"Rainy River, District (DIS)",3559031,Morley,493,235,1.3,388.38,495,105,300,30,30,90,39.7,40,175,170,0,175,170,0,145,145,0,0,130,40,30,40,20,0
503,3595, Northwest,3559,"Rainy River, District (DIS)",3559040,Dawson,399,274,1.2,343.42,400,45,235,30,15,120,49.1,56.4,190,190,0,190,190,0,170,170,0,0,140,45,35,15,0,30
504,3595, Northwest,3559,"Rainy River, District (DIS)",3559042,Rainy River,752,398,241.4,3.12,750,110,400,35,25,245,49,54,365,365,0,365,355,15,370,320,45,40,275,140,20,45,25,55
505,3595, Northwest,3559,"Rainy River, District (DIS)",3559046,Assabaska,0,0,0,8.71,,,,,,,,,,,,,,,,,,,,,,,,
506,3595, Northwest,3559,"Rainy River, District (DIS)",3559047,Lake of the Woods,308,454,0.4,746.24,310,35,170,15,20,105,50.4,59.2,110,110,0,110,105,0,,,,,65,30,0,0,10,15
507,3595, Northwest,3559,"Rainy River, District (DIS)",3559051,Big Grassy River 35G,251,88,7.4,33.73,255,70,165,25,25,10,30.5,25.8,80,75,10,80,65,15,0,0,0,0,70,45,0,0,10,10
508,3595, Northwest,3559,"Rainy River, District (DIS)",3559052,Big Island Mainland 93,5,3,11.8,0.42,,,,,,,,,,,,,,,,,,,,,,,,
509,3595, Northwest,3559,"Rainy River, District (DIS)",3559053,Saug-A-Gaw-Sing 1,136,52,200.9,0.68,140,45,85,10,5,10,30.2,28.2,45,40,0,45,35,0,,,,,45,30,0,10,0,10
510,3595, Northwest,3559,"Rainy River, District (DIS)",3559060,Neguaguon Lake 25D,118,56,1.9,62.7,125,20,90,15,10,10,37.2,35.6,35,30,0,35,30,0,,,,,50,35,10,0,0,0
511,3595, Northwest,3559,"Rainy River, District (DIS)",3559061,Rainy Lake 18C,125,49,7,17.93,125,35,90,10,20,5,28.6,26.8,45,45,0,45,45,0,,,,,40,30,0,10,0,10
512,3595, Northwest,3559,"Rainy River, District (DIS)",3559062,Agency 1,0,0,0,0.48,,,,,,,,,,,,,,,,,,,,,,,,
513,3595, Northwest,3559,"Rainy River, District (DIS)",3559063,Couchiching 16A,633,252,9.7,65.47,635,140,415,55,45,75,36.6,36,240,230,0,240,210,25,0,0,0,0,215,140,35,10,0,30
514,3595, Northwest,3559,"Rainy River, District (DIS)",3559064,Rainy Lake 26A,158,47,6.6,24.12,160,50,105,15,20,5,29.4,25,50,40,10,50,35,0,,,,,55,30,0,10,0,10
515,3595, Northwest,3559,"Rainy River, District (DIS)",3559066,Seine River 23A,270,90,17.2,15.72,270,70,180,15,15,20,34.4,33.6,85,75,15,85,65,20,0,0,0,0,45,30,0,10,0,0
516,3595, Northwest,3559,"Rainy River, District (DIS)",3559068,Rainy Lake 17A,234,78,16.5,14.22,230,90,130,20,15,15,28.9,24.6,75,70,10,75,60,20,,,,,45,25,10,0,0,0
517,3595, Northwest,3559,"Rainy River, District (DIS)",3559069,Rainy Lake 17B,5,2,0.5,9.81,,,,,,,,,,,,,,,,,,,,,,,,
518,3595, Northwest,3559,"Rainy River, District (DIS)",3559089,Sturgeon Falls 23,10,2,0.4,26.43,,,,,,,,,,,,,,,,,,,,,,,,
519,3595, Northwest,3559,"Rainy River, District (DIS)",3559090,Rainy River,1423,1662,0.1,12163.33,1425,185,860,70,55,375,48.1,54.4,550,545,0,550,545,10,540,520,20,25,530,115,210,110,40,50
520,3595, Northwest,3560,"Kenora, District (DIS)",3560001,Ignace,1206,664,16.7,72.13,1205,170,690,50,55,345,47.7,53.6,550,545,0,550,525,30,550,475,75,75,380,285,20,0,0,70
521,3595, Northwest,3560,"Kenora, District (DIS)",3560004,Whitefish Bay 32A,610,211,33.2,18.36,610,160,405,65,35,45,32.2,29.8,185,170,15,185,150,35,0,0,0,0,185,145,10,10,0,15
522,3595, Northwest,3560,"Kenora, District (DIS)",3560005,Whitefish Bay 33A,94,38,7.8,12.08,90,25,65,5,0,5,34,32.4,30,30,10,30,35,0,,,,,25,25,0,0,0,10
523,3595, Northwest,3560,"Kenora, District (DIS)",3560008,Sioux Narrows-Nestor Falls,727,1061,0.6,1215.8,730,65,405,15,10,255,54.2,60,255,255,0,255,250,0,250,235,15,15,140,70,20,0,20,25
524,3595, Northwest,3560,"Kenora, District (DIS)",3560010,Kenora,14967,7637,70.7,211.65,14970,2295,9490,750,790,3180,43.6,44.4,6510,6470,40,6510,6270,240,6495,5405,1085,1020,6185,3995,1695,270,35,185
525,3595, Northwest,3560,"Kenora, District (DIS)",3560021,Machin,1012,632,3.5,290.14,1015,125,610,35,45,275,47.8,53.6,460,460,0,460,460,0,440,420,20,20,325,125,60,100,0,40
526,3595, Northwest,3560,"Kenora, District (DIS)",3560024,Eagle Lake 27,257,110,7.9,32.38,255,55,170,20,25,35,36,32.8,100,100,0,100,90,10,0,0,0,0,80,55,15,10,0,0
527,3595, Northwest,3560,"Kenora, District (DIS)",3560027,Dryden,7388,3574,112.7,65.58,7390,1010,4610,385,430,1765,45.4,48,3310,3300,10,3310,3245,70,3315,2970,350,335,3000,2285,415,65,15,210
528,3595, Northwest,3560,"Kenora, District (DIS)",3560032,Ear Falls,924,506,2.7,336.69,920,160,595,55,40,170,42,43.6,470,470,0,470,470,0,465,390,75,75,465,240,95,10,70,60
529,3595, Northwest,3560,"Kenora, District (DIS)",3560034,Sioux Lookout,5839,2647,15.4,378.02,5840,1050,3995,350,365,795,39,38,2340,2300,40,2340,2195,140,2330,2010,320,300,2620,2030,400,105,10,70
530,3595, Northwest,3560,"Kenora, District (DIS)",3560042,Red Lake,4094,1899,6.8,602.93,4095,785,2670,205,185,635,39.4,38.4,1705,1680,20,1705,1655,50,1700,1490,215,195,1885,1340,485,35,10,15
531,3595, Northwest,3560,"Kenora, District (DIS)",3560046,Slate Falls,299,72,4.7,62.95,300,115,170,20,10,10,26.1,25.4,65,50,15,65,40,20,0,0,0,0,85,70,10,10,0,0
532,3595, Northwest,3560,"Kenora, District (DIS)",3560049,Pickle Lake,398,221,1.6,247.21,400,100,255,30,25,40,34.9,31.2,165,155,10,165,155,10,165,135,25,20,175,125,20,20,0,0
533,3595, Northwest,3560,"Kenora, District (DIS)",3560050,Fort Albany (Part) 67,,,,363.79,,,,,,,,,,,,,,,,,,,,,,,,
534,3595, Northwest,3560,"Kenora, District (DIS)",3560051,Attawapiskat 91A,1586,404,905,1.75,1585,550,950,160,155,85,27,22.4,355,255,105,355,215,145,0,0,0,0,325,260,40,10,10,10
535,3595, Northwest,3560,"Kenora, District (DIS)",3560052,Marten Falls 65,243,85,3.1,79,240,85,135,25,20,20,27.3,23.4,70,55,15,70,50,20,,,,,40,30,0,0,0,0
536,3595, Northwest,3560,"Kenora, District (DIS)",3560053,Fort Hope 64,977,349,4.1,239.29,975,370,560,90,70,50,27,22,260,210,50,260,175,80,0,0,0,0,265,240,20,0,0,0
537,3595, Northwest,3560,"Kenora, District (DIS)",3560054,Cat Lake 63C,651,161,38.1,17.11,650,265,355,50,55,35,25.4,21,145,105,35,145,85,55,0,0,0,0,115,105,0,0,0,0
538,3595, Northwest,3560,"Kenora, District (DIS)",3560055,Osnaburgh 63B,524,126,4.2,125.37,525,205,290,55,30,30,26.1,20,100,65,40,100,45,60,0,0,0,0,95,70,15,10,0,0
539,3595, Northwest,3560,"Kenora, District (DIS)",3560056,Lac Seul 28,1022,364,4.2,243.73,1025,350,605,80,70,70,29.6,25.6,320,280,45,320,260,65,0,0,0,0,280,165,45,40,10,20
540,3595, Northwest,3560,"Kenora, District (DIS)",3560057,Wabigoon Lake 27,175,86,4.1,42.68,175,25,135,10,20,20,39.6,42.4,80,75,0,80,75,0,,,,,50,45,10,0,10,0
541,3595, Northwest,3560,"Kenora, District (DIS)",3560058,English River 21,584,230,14.9,39.3,585,170,375,55,30,35,30.5,27.8,185,165,20,185,140,45,0,0,0,0,140,130,10,10,0,0
542,3595, Northwest,3560,"Kenora, District (DIS)",3560059,Weagamow Lake 87,921,240,10.3,89.84,920,320,540,90,85,60,28.6,22.2,235,190,40,235,170,60,0,0,0,0,280,215,35,20,0,0
543,3595, Northwest,3560,"Kenora, District (DIS)",3560060,Northwest Angle 33B,52,45,4.2,12.41,50,10,35,0,0,5,44,49.2,25,25,0,25,25,0,,,,,20,20,0,0,0,0
544,3595, Northwest,3560,"Kenora, District (DIS)",3560061,Wabaseemoong,815,238,10.7,76.08,815,220,560,85,90,35,29.8,25.8,225,180,40,225,155,75,0,0,0,0,205,175,25,0,0,10
545,3595, Northwest,3560,"Kenora, District (DIS)",3560063,Sabaskong Bay 35D,383,137,76.5,5.01,380,110,250,35,45,25,31.3,26.4,115,105,10,115,90,25,0,0,0,0,135,100,15,15,0,10
546,3595, Northwest,3560,"Kenora, District (DIS)",3560064,Shoal Lake 34B2,81,39,43.7,1.85,80,10,65,5,5,10,38,36,40,35,0,40,30,0,,,,,30,25,0,0,0,0
547,3595, Northwest,3560,"Kenora, District (DIS)",3560065,Lake of the Woods 37,49,26,4.1,11.9,50,5,40,0,5,0,32,30.2,20,15,0,20,15,0,,,,,15,10,0,0,0,0
548,3595, Northwest,3560,"Kenora, District (DIS)",3560066,Kenora 38B,402,145,20.7,19.45,405,95,270,30,35,40,33.6,32.4,130,125,10,130,110,20,0,0,0,0,140,85,35,0,0,10
549,3595, Northwest,3560,"Kenora, District (DIS)",3560067,Poplar Hill,663,146,97.1,6.83,660,280,365,70,45,20,23.9,18.6,130,80,50,130,75,50,0,0,0,0,150,140,0,0,0,0
550,3595, Northwest,3560,"Kenora, District (DIS)",3560068,Shoal Lake 39A,445,168,13.7,32.55,445,140,275,35,30,35,30.9,27.6,160,145,10,160,125,35,0,0,0,0,130,100,0,10,10,10
551,3595, Northwest,3560,"Kenora, District (DIS)",3560069,Rat Portage 38A,171,245,5.8,29.64,170,40,105,10,15,30,37.6,35.6,65,60,0,65,50,10,,,,,55,35,20,0,0,0
552,3595, Northwest,3560,"Kenora, District (DIS)",3560070,Deer Lake,1087,330,79.6,13.65,1085,385,675,110,65,25,26.6,23.4,260,190,75,260,175,85,0,0,0,0,295,230,45,15,0,10
553,3595, Northwest,3560,"Kenora, District (DIS)",3560071,Sandy Lake 88,2100,568,47.4,44.31,2100,745,1275,195,195,75,26.6,22.8,495,365,125,495,325,165,0,0,0,0,490,405,50,25,0,0
554,3595, Northwest,3560,"Kenora, District (DIS)",3560075,Kitchenuhmaykoosib Aaki 84,1029,289,3.7,277.01,1030,375,600,105,65,55,27.4,23,275,215,65,275,185,90,0,0,0,0,235,180,40,10,0,10
555,3595, Northwest,3560,"Kenora, District (DIS)",3560076,Sachigo Lake 1,608,175,20.2,30.07,610,220,360,60,45,25,26.8,21.6,165,135,30,165,125,40,0,0,0,0,205,185,15,0,0,0
556,3595, Northwest,3560,"Kenora, District (DIS)",3560077,Pikangikum 14,,,,8.39,,,,,,,,,,,,,,,,,,,,,,,,
557,3595, Northwest,3560,"Kenora, District (DIS)",3560078,Fort Severn 89,364,92,8.5,42.64,365,120,215,25,30,20,28.7,26,90,75,20,90,70,25,0,0,0,0,80,75,0,0,0,0
558,3595, Northwest,3560,"Kenora, District (DIS)",3560079,Webequie,723,171,2.3,320.35,720,250,420,70,50,50,28.6,24.4,165,125,40,165,100,60,0,0,0,0,165,160,10,0,0,0
559,3595, Northwest,3560,"Kenora, District (DIS)",3560080,North Spirit Lake,265,91,14.6,18.21,265,90,170,25,20,5,27,25,80,70,10,80,65,15,0,0,0,0,75,65,10,0,0,0
560,3595, Northwest,3560,"Kenora, District (DIS)",3560081,Lansdowne House,0,0,0,1.15,,,,,,,,,,,,,,,,,,,,,,,,
561,3595, Northwest,3560,"Kenora, District (DIS)",3560082,Shoal Lake (Part) 40,96,33,19.7,4.87,95,25,70,15,0,5,29.8,28.6,30,25,0,30,30,10,,,,,40,30,10,0,0,0
562,3595, Northwest,3560,"Kenora, District (DIS)",3560083,Whitefish Bay 34A,125,40,22.7,5.5,125,45,80,10,10,5,27,23.4,35,35,10,35,25,10,,,,,35,30,0,0,0,0
563,3595, Northwest,3560,"Kenora, District (DIS)",3560084,Wabauskang 21,57,24,1.9,30.68,60,10,35,5,10,5,33,30,20,20,0,20,15,0,,,,,30,30,0,0,0,0
564,3595, Northwest,3560,"Kenora, District (DIS)",3560085,Wunnumin 1,587,145,9.2,64,590,190,350,45,45,45,29.8,26,130,85,45,130,85,45,0,0,0,0,190,175,10,0,0,0
565,3595, Northwest,3560,"Kenora, District (DIS)",3560086,Summer Beaver,355,113,23.1,15.39,355,120,215,35,20,20,28,25,85,70,20,85,50,40,0,0,0,0,125,110,0,0,0,0
566,3595, Northwest,3560,"Kenora, District (DIS)",3560088,Wapekeka 2,456,135,16.8,27.2,455,170,265,30,35,20,27.4,23.8,120,95,20,120,80,35,0,0,0,0,135,130,0,0,0,0
567,3595, Northwest,3560,"Kenora, District (DIS)",3560089,The Dalles 38C,180,66,5.3,33.69,180,60,110,25,5,10,30.9,29.4,60,55,0,60,55,10,,,,,45,25,10,0,0,0
568,3595, Northwest,3560,"Kenora, District (DIS)",3560090,Kenora,7475,7310,0,388982.2,7475,955,4410,300,290,2115,48.5,54.8,3270,3245,25,3270,3200,70,3230,2955,275,260,2795,905,1315,320,70,180
569,3595, Northwest,3560,"Kenora, District (DIS)",3560091,Peawanuck,247,97,76.7,3.22,245,45,170,20,35,35,36.2,31,90,75,15,90,70,20,,,,,95,85,10,0,0,0
570,3595, Northwest,3560,"Kenora, District (DIS)",3560093,Neskantaga,244,89,24.3,10.05,240,85,145,20,10,10,28.9,26.6,75,65,15,75,55,20,,,,,80,75,10,0,0,0
571,3595, Northwest,3560,"Kenora, District (DIS)",3560095,Bearskin Lake,447,152,3.1,144.93,445,135,280,30,40,35,30.3,27,125,115,10,125,100,25,0,0,0,0,160,140,20,0,0,0
572,3595, Northwest,3560,"Kenora, District (DIS)",3560096,Kasabonika Lake,1060,252,10.4,101.73,1060,370,645,120,80,45,27.1,22.4,230,160,65,230,135,95,0,0,0,0,280,260,15,10,0,0
573,3595, Northwest,3560,"Kenora, District (DIS)",3560097,Muskrat Dam Lake,,,,24.71,,,,,,,,,,,,,,,,,,,,,,,,
574,3595, Northwest,3560,"Kenora, District (DIS)",3560098,Kingfisher Lake 1,511,127,56,9.12,510,150,320,40,45,35,30.3,26,120,90,30,120,85,30,0,0,0,0,180,170,10,10,0,0
575,3595, Northwest,3560,"Kenora, District (DIS)",3560100,Wawakapewin,16,14,0.3,53.04,,,,,,,,,,,,,,,,,,,,,,,,
576,3595, Northwest,3560,"Kenora, District (DIS)",3560104,Kee-Way-Win,409,95,2.2,182.45,410,160,240,50,30,5,24.1,19.6,90,75,20,90,60,35,0,0,0,0,90,75,10,0,0,0
